Mod:Item:MetaData, Localized Name
thaumcraft:taint_soil, Tainted Soil
thaumcraft:taint_rock, Tainted Rock
thaumcraft:taint_geyser, Taint Geyser
thaumcraft:taint_feature, Swollen Taint
thaumcraft:taint_log, Taintwood Log
thaumcraft:grass_ambient, Ambient Grass Block
thaumcraft:table_wood, Wood Table
thaumcraft:table_stone, Stone Table
thaumcraft:pedestal_arcane, Arcane Pedestal
thaumcraft:pedestal_ancient, Ancient Pedestal
thaumcraft:pedestal_eldritch, Eldritch Pedestal
thaumcraft:metal_brass, Brass Block
thaumcraft:metal_thaumium, Thaumium Block
thaumcraft:metal_void, Void Metal Block
thaumcraft:metal_alchemical, Alchemical Construct
thaumcraft:metal_alchemical_advanced, Advanced Alchemical Construct
thaumcraft:paving_stone_travel, Paving Stone of Travel
thaumcraft:paving_stone_barrier, Barrier Stone
thaumcraft:pillar_arcane, Infusion Pillar
thaumcraft:pillar_ancient, Ancient Infusion Pillar
thaumcraft:pillar_eldritch, Eldritch Infusion Pillar
thaumcraft:matrix_speed, Infusion Speed Stone
thaumcraft:matrix_cost, Infusion Cost Stone
thaumcraft:candle_white, White Tallow Candle
thaumcraft:candle_orange, Orange Tallow Candle
thaumcraft:candle_magenta, Magenta Tallow Candle
thaumcraft:candle_lightblue, Light Blue Tallow Candle
thaumcraft:candle_yellow, Yellow Tallow Candle
thaumcraft:candle_lime, Lime Tallow Candle
thaumcraft:candle_pink, Pink Tallow Candle
thaumcraft:candle_gray, Gray Tallow Candle
thaumcraft:candle_silver, Light Gray Tallow Candle
thaumcraft:candle_cyan, Cyan Tallow Candle
thaumcraft:candle_purple, Purple Tallow Candle
thaumcraft:candle_blue, Blue Tallow Candle
thaumcraft:candle_brown, Brown Tallow Candle
thaumcraft:candle_green, Green Tallow Candle
thaumcraft:candle_red, Red Tallow Candle
thaumcraft:candle_black, Black Tallow Candle
thaumcraft:banner_white, White Banner
thaumcraft:banner_orange, Orange Banner
thaumcraft:banner_magenta, Magenta Banner
thaumcraft:banner_lightblue, Light Blue Banner
thaumcraft:banner_yellow, Yellow Banner
thaumcraft:banner_lime, Lime Banner
thaumcraft:banner_pink, Pink Banner
thaumcraft:banner_gray, Gray Banner
thaumcraft:banner_silver, Light Gray Banner
thaumcraft:banner_cyan, Cyan Banner
thaumcraft:banner_purple, Purple Banner
thaumcraft:banner_blue, Blue Banner
thaumcraft:banner_brown, Brown Banner
thaumcraft:banner_green, Green Banner
thaumcraft:banner_red, Red Banner
thaumcraft:banner_black, Black Banner
thaumcraft:banner_crimson_cult, Crimson Cult Banner
thaumcraft:nitor_white, White Nitor
thaumcraft:nitor_orange, Orange Nitor
thaumcraft:nitor_magenta, Magenta Nitor
thaumcraft:nitor_lightblue, Light Blue Nitor
thaumcraft:nitor_yellow, Yellow Nitor
thaumcraft:nitor_lime, Lime Nitor
thaumcraft:nitor_pink, Pink Nitor
thaumcraft:nitor_gray, Gray Nitor
thaumcraft:nitor_silver, Light Gray Nitor
thaumcraft:nitor_cyan, Cyan Nitor
thaumcraft:nitor_purple, Purple Nitor
thaumcraft:nitor_blue, Blue Nitor
thaumcraft:nitor_brown, Brown Nitor
thaumcraft:nitor_green, Green Nitor
thaumcraft:nitor_red, Red Nitor
thaumcraft:nitor_black, Black Nitor
thaumcraft:vis_battery, Vis Battery
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, Arcane Workbench
thaumcraft:arcane_workbench_charger, Workbench Charger
thaumcraft:dioptra, Thaumic Dioptra
thaumcraft:research_table, Research Table
thaumcraft:crucible, Crucible
thaumcraft:arcane_ear, Arcane Ear
thaumcraft:arcane_ear_toggle, Arcane Ear (Toggle)
thaumcraft:lamp_arcane, Arcane Lamp
thaumcraft:lamp_fertility, Lamp of Fertility
thaumcraft:lamp_growth, Lamp of Growth  
thaumcraft:levitator, Arcane Levitator
thaumcraft:centrifuge, Essentia Centrifuge
thaumcraft:bellows, Arcane Bellows
thaumcraft:smelter_basic, Essentia Smeltery
thaumcraft:smelter_thaumium, Thaumium Essentia Smeltery
thaumcraft:smelter_void, Void Metal Essentia Smeltery
thaumcraft:smelter_aux, Auxiliary Slurry Pump
thaumcraft:smelter_vent, Auxiliary Venting Port
thaumcraft:alembic, Arcane Alembic
thaumcraft:recharge_pedestal, Recharge Pedestal
thaumcraft:wand_workbench, Focal Manipulator
thaumcraft:hungry_chest, Hungry Chest
thaumcraft:tube, Essentia Tube
thaumcraft:tube_valve, Essentia Valve
thaumcraft:tube_restrict, Restricted Essentia Tube
thaumcraft:tube_oneway, Directional Essentia Tube
thaumcraft:tube_filter, Filtered Essentia Tube
thaumcraft:tube_buffer, Essentia Buffer
thaumcraft:jar_normal, Warded Jar
thaumcraft:jar_void, Void Jar
thaumcraft:jar_brain, Brain in a Jar
thaumcraft:infusion_matrix, Runic Matrix
thaumcraft:infernal_furnace, Infernal Furnace
thaumcraft:everfull_urn, Everfull Urn
thaumcraft:thaumatorium, Thaumatorium
thaumcraft:thaumatorium_top, Thaumatorium
thaumcraft:brain_box, Mnemonic Matrix
thaumcraft:spa, Arcane Spa
thaumcraft:golem_builder, Golem Press
thaumcraft:mirror, Magic Mirror
thaumcraft:mirror_essentia, Essentia Mirror
thaumcraft:essentia_input, Filling Essentia Transfuser
thaumcraft:essentia_output, Emptying Essentia Transfuser
thaumcraft:redstone_relay, Redstone Relay
thaumcraft:pattern_crafter, Arcane Pattern Crafter
thaumcraft:potion_sprayer, Potion Sprayer
thaumcraft:activator_rail, Arcane Activator Rail
thaumcraft:stabilizer, Stabilizer
thaumcraft:vis_generator, Vis Generator
thaumcraft:condenser, Flux Condenser
thaumcraft:condenser_lattice, Flux Condenser Lattice
thaumcraft:condenser_lattice_dirty, Clogged Flux Condenser Lattice
thaumcraft:void_siphon, Void Siphon
thaumcraft:hole, Dimensional Tear
thaumcraft:effect_shock, Static Field
thaumcraft:effect_sap, Sapping Field
thaumcraft:effect_glimmer, Glimmer
thaumcraft:placeholder_brick, Infernal Furnace
thaumcraft:placeholder_obsidian, Infernal Furnace
thaumcraft:placeholder_bars, Golem Press
thaumcraft:placeholder_anvil, Golem Press
thaumcraft:placeholder_cauldron, Golem Press
thaumcraft:placeholder_table, Golem Press
thaumcraft:empty, Empty Space
thaumcraft:barrier, Warding Aura
forge:bucketfilled, %s Bucket
baubles:ring:0, Miner's Ring
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
